Content,Emotion_predicted,Emotion_actual
Welcoming new followers chillisoft Hansieboy keylman luongdat pleasehelpmenow amp Thanks for the love Tweet on,love,love
No None in the house and I m not sure i should drive to the coffee stand It s worse than I think it would be,worry,worry
Aww I be think about you lot up there Glad you enjoy it,happiness,worry
HAPPY MOTHER S DAY TO UR MOM JAH TC,love,love
That s kinda sad And they re poke me while they re at it Huh,sadness,worry
haha I do lake show will prob win But I learn my lesson from my 18 1 pat,worry,worry
SAimee 26 july Underage festival 2 August i find some others but they be too far away,worry,worry
my phne block text,worry,worry
a great time celebrate mother s day to me be a mom be the best job on earth,happiness,love
Tshwane want double rat but try and phone to get service endless loop fail,sadness,worry
minutes to board 14 hours to home no window seat,worry,sadness
You re welcome I be off for some merry noddingtons myself soon It s not even dark,worry,worry
Hi I have upload 5 completely new Chinese Lessons on ww youtube com ChineseLearn Please feel free to watch and enjoy,happiness,happiness
well I take it in early 00 graduate in 01 we be the final stage guinea pig it seriously be a waste of time,happiness,worry
want to go to a concert from fob now i miss it can t wait any longer,sadness,worry
but i love your haair,love,happiness
clean for tomorrow But the park I want to go clean be not accessible by public transportation,sadness,sadness
definitely work sunday afternoon to late even,worry,sadness
in 25 mins to go to Latin revision class,worry,worry
you didnt send me the text,sadness,worry
one of the lil GEM s ears REpierced after work today definitely dread it,worry,sadness
oh he be so cute be he in uniteddogs com Poppy be there,love,happiness
to get my hand dirty with FubuMVC but the documentation be not yet complete,worry,worry
session mother daughters bond session happy me,happiness,happiness
mother s day t all the mother out there,love,love
d j in Ray s ride On our way to have some delish sushi,worry,happiness
my leg be still cramp from my panic attack outside ULU this morning bloody hurt,worry,worry
I m lonley girl with a guitar,happiness,sadness
day work for the Uni today sad time,sadness,sadness
Not available in my area I would too,worry,worry
NOO I hate traffic,hate,worry
have always be a sucker for the sound of an acoustic guitar,happiness,happiness
will do Tell my mommy I say the same n I love her mucho mucho,love,love
be dead the past 2 days the flu suck,sadness,sadness
english very happy watch rove and talk to one of my fav girls tyla i love you,love,love
just figure out his username and password for his twitter account,worry,worry
to Jack s for dinner with my BFF,happiness,happiness
Forget completely abt upload the assignemtn Only remmebered cos of ur twit,sadness,worry
hope you have a nice relax day hope your well wish you all the best,happiness,love
City traffic Beating the rush hour to make it to the Aeropuerto,happiness,sadness
Thanks for the followfriday mention I really couldn t make up a better name for myself,happiness,love
Oh Outside Glad to see you didn t melt,happiness,happiness
the night with mom and Tommy just order Pizza Hut yum,happiness,love
sunny day,happiness,happiness
to work tomorrow whose idea be it to go back on a saturday Oh wait that would be mine FAIL,worry,worry
to go to bed pretty good day for a Monday,happiness,love
that be an interest attempt at the commute to work didn t exactly plan to end up where I do though great,worry,happiness
wan na go to DBSK oppa s Mirotic Concert in Thailand I REALLY WAN NA GO SO MUCHH burst into tear,worry,happiness
day today No car so we re stick in the house I need to go to the post office too bastards,worry,sadness
and I m just now leave my desk And just last week I be on a safari My how time fly What s good for the weekend JBII,worry,happiness
Not marry any more Silly man That be do long ago you do read my tweet Barely escape w out pay him alimony,worry,happiness
try to get through the pilot of the first season of friday night light Oh gosh Pass the tissue,happiness,worry
o2 train from Bristol to London It s terrible and no wifi,worry,hate
i miss coffee,sadness,sadness
headache go away come again another day,sadness,sadness
hatee telemarketers get about 10 phone call today from them and its only 3 in the afternoon,worry,hate
Yes Man be good have a blast with old friends tonight and hear some great music,happiness,love
moms day,love,happiness
aww thatz 2 bad ud b great in new moon,happiness,happiness
gon na be a beautiful day,happiness,happiness
im sorry i dont wan na cuz of how u act u just turn right around and ignore me and all that,worry,sadness
have some yummy strawberry lemonade,happiness,sadness
be the saddest movie i ve ever see,happiness,sadness
the house home alone play guitar some guitar hero loud,happiness,love
snl because the love of my life be host,love,love
helloo tom gig tonight sorry im not sure when your show be over there miss you in the UK HI HI HI HI HI xx,worry,sadness
what a girl want with mom and brittany,love,happiness
just about make it all the way round the park jog Quite please for my 6th out,happiness,happiness
ahahahaha you love Twilight don t liee and we all know I love Robert Pattinson,love,happiness
They sell the baby tiger I meet in Thailand as an exotic pet Greedy bastards,happiness,sadness
I m not even in your situation and now I m sad I m sorry that s really sucky,sadness,worry
oh my god i can t do the end of the dance sob,worry,worry
think Ive bugger up my mobile ack I be a stubborn arse and refuse to get a new one,worry,sadness
aww me too today have be good for me up until like 4,happiness,happiness
27 probably on monday i still need more comment,worry,sadness
what a lovely day shame that the ice cream man near our workplace decide there be business elsewhere before we get a 99,happiness,love
Mmm not so much ugh,worry,worry
People from England can watch this one Thankyou,happiness,love
I m good thank Did you have a good drive Careful with your blackberry we don t want you get scream at,happiness,love
be not come easy Sleeping pills Need them Maybe this be why my mind be soo wild lately No sleep craziness Proven fact,worry,worry
I know We come back from 22 down in the 1st just to lose the lead in the last 6 minutes,worry,worry
actually i would prefer you not check me out,worry,worry
He play the song but didn t send it out as a request,happiness,sadness
internet in my pocket edge network down in denver sob,worry,sadness
But I hate be me,hate,sadness
i miss you SO much o,sadness,sadness
her love be come home,love,worry
its between mood amp party i wan na see him lol but we be go out fershure,happiness,happiness
my tito s home make ice cream yum,happiness,happiness
The cast of True Blood be there,happiness,happiness
Tired I may have to go to bed Trouble be I miss all my American even friends X,sadness,sadness
mother s day mother,love,love
AlainaFrederick LOL Thanks for show me site I win t tell hubby if you win t,happiness,love
like crap today Got a speed ticket 1st since 5 years blow,worry,hate
Wishing a Happy Mothers Day,love,happiness
the Windows 7 Release Candidate so far also like my new video card and terabyte harddisk,love,happiness
damn no dublin,worry,sadness
I have to work but I ll just watch it later even though it s not the same,sadness,worry
wait 2 hand in work tomorrow then im practically finish for the year yay,happiness,happiness
back to this z index problem again,worry,worry
Heey dear Finally find,worry,love
Propellerheads have be on my harddrive for a long while Just get my music repo back in shape this WE and felt nostalgic,worry,happiness
so not feelinq this huqe ass pimple smack in the middle of my doom it aint riqht man,hate,hate
ya just love a free night to catch up on your DVR show ANTM here I come ha ha,love,love
WHOO HOO Congrats on get under 200lbs,happiness,happiness
omfg I have be DOWNING them they be so tasty I eat almost all of them with Lo,worry,happiness
we have bbq chicken pizza last night although it wasn t deep dish glad to hear you have fun in p r,happiness,happiness
doesn t believe spend many many thousands on a perfect wed make a happy couple A happy couple make a perfect wed,happiness,worry
